path,label,split,source,language,generation_type,channel_type,codec,original_recording_id,original_recording_group,segment_id,duration_sec,clipping_flag,silence_ratio,benchmark_name,notes,call_profile,norm_source
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0103_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0103,balanced_v2_gs_fake_train_0103,176,3.47,0,0.2197,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0103.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0103_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0103,balanced_v2_gs_fake_train_0103,176,3.47,0,0.2197,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0103.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0028_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0028,balanced_v2_gs_fake_train_0028,538,3.663,0,0.108,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0028.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0028_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0028,balanced_v2_gs_fake_train_0028,538,3.663,0,0.108,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0028.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0026_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0026,balanced_v2_gs_fake_train_0026,296,3.843,0,0.0974,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0026.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0026_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0026,balanced_v2_gs_fake_train_0026,296,3.843,0,0.0974,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0026.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_parallel_wavegan_2_0003_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_parallel_wavegan_2_0003,balanced_v2_wf_parallel_wavegan_2_0003,421,7.21,0,0.0953,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_parallel_wavegan_2_0003.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_parallel_wavegan_2_0003_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_parallel_wavegan_2_0003,balanced_v2_wf_parallel_wavegan_2_0003,421,7.21,0,0.0953,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_parallel_wavegan_2_0003.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_full_band_melgan_0_0026_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_full_band_melgan_0_0026,balanced_v2_wf_full_band_melgan_0_0026,79,9.64,0,0.1189,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_full_band_melgan_0_0026.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_full_band_melgan_0_0026_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_full_band_melgan_0_0026,balanced_v2_wf_full_band_melgan_0_0026,79,9.64,0,0.1189,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_full_band_melgan_0_0026.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_multi_band_melgan_0_0004_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_multi_band_melgan_0_0004,balanced_v2_wf_multi_band_melgan_0_0004,198,8.09,0,0.1054,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_multi_band_melgan_0_0004.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_multi_band_melgan_0_0004_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_multi_band_melgan_0_0004,balanced_v2_wf_multi_band_melgan_0_0004,198,8.09,0,0.1054,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_multi_band_melgan_0_0004.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_parallel_wavegan_2_0008_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_parallel_wavegan_2_0008,balanced_v2_wf_parallel_wavegan_2_0008,91,3.43,0,0.1354,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_parallel_wavegan_2_0008.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_parallel_wavegan_2_0008_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_parallel_wavegan_2_0008,balanced_v2_wf_parallel_wavegan_2_0008,91,3.43,0,0.1354,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_parallel_wavegan_2_0008.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0132_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0132,balanced_v2_gs_fake_train_0132,389,3.011,0,0.0977,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0132.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0132_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0132,balanced_v2_gs_fake_train_0132,389,3.011,0,0.0977,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0132.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0006_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0006,balanced_v2_gs_fake_train_0006,257,3.497,0,0.1997,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0006.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0006_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0006,balanced_v2_gs_fake_train_0006,257,3.497,0,0.1997,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0006.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_waveglow_0_0011_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_waveglow_0_0011,balanced_v2_wf_waveglow_0_0011,119,8.23,0,0.1356,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_waveglow_0_0011.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_waveglow_0_0011_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_waveglow_0_0011,balanced_v2_wf_waveglow_0_0011,119,8.23,0,0.1356,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_waveglow_0_0011.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0017_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0017,balanced_v2_gs_fake_train_0017,40,3.052,0,0.1341,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0017.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0017_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0017,balanced_v2_gs_fake_train_0017,40,3.052,0,0.1341,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0017.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0107_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0107,balanced_v2_gs_fake_train_0107,484,3.728,0,0.179,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0107.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0107_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0107,balanced_v2_gs_fake_train_0107,484,3.728,0,0.179,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0107.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0065_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0065,balanced_v2_gs_fake_train_0065,884,3.197,0,0.1735,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0065.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0065_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0065,balanced_v2_gs_fake_train_0065,884,3.197,0,0.1735,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0065.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0056_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0056,balanced_v2_gs_fake_train_0056,177,3.883,0,0.0342,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0056.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0056_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0056,balanced_v2_gs_fake_train_0056,177,3.883,0,0.0342,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0056.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_melgan_0_0026_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_melgan_0_0026,balanced_v2_wf_melgan_0_0026,363,9.64,0,0.1172,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_melgan_0_0026.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_melgan_0_0026_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_melgan_0_0026,balanced_v2_wf_melgan_0_0026,363,9.64,0,0.1172,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_melgan_0_0026.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0213_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0213,balanced_v2_gs_fake_train_0213,98,4.94,0,0.0929,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0213.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0213_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0213,balanced_v2_gs_fake_train_0213,98,4.94,0,0.0929,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0213.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0210_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0210,balanced_v2_gs_fake_train_0210,66,3.725,0,0.086,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0210.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0210_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0210,balanced_v2_gs_fake_train_0210,66,3.725,0,0.086,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0210.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0098_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0098,balanced_v2_gs_fake_train_0098,502,4.903,0,0.0895,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0098.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0098_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0098,balanced_v2_gs_fake_train_0098,502,4.903,0,0.0895,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0098.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_waveglow_0_0004_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_waveglow_0_0004,balanced_v2_wf_waveglow_0_0004,388,8.1,0,0.1103,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_waveglow_0_0004.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_waveglow_0_0004_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_waveglow_0_0004,balanced_v2_wf_waveglow_0_0004,388,8.1,0,0.1103,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_waveglow_0_0004.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_hifigan_0_0017_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_hifigan_0_0017,balanced_v2_wf_hifigan_0_0017,437,7.46,0,0.1311,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_hifigan_0_0017.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_hifigan_0_0017_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_hifigan_0_0017,balanced_v2_wf_hifigan_0_0017,437,7.46,0,0.1311,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_hifigan_0_0017.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0101_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0101,balanced_v2_gs_fake_train_0101,449,2.751,0,0.1747,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0101.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0101_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0101,balanced_v2_gs_fake_train_0101,449,2.751,0,0.1747,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0101.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0074_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0074,balanced_v2_gs_fake_train_0074,650,2.553,0,0.2302,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0074.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0074_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0074,balanced_v2_gs_fake_train_0074,650,2.553,0,0.2302,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0074.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_full_band_melgan_0_0025_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_full_band_melgan_0_0025,balanced_v2_wf_full_band_melgan_0_0025,864,6.08,0,0.1813,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_full_band_melgan_0_0025.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_full_band_melgan_0_0025_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_full_band_melgan_0_0025,balanced_v2_wf_full_band_melgan_0_0025,864,6.08,0,0.1813,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_full_band_melgan_0_0025.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_melgan_0_0015_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_melgan_0_0015,balanced_v2_wf_melgan_0_0015,6,5.26,0,0.1256,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_melgan_0_0015.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_melgan_0_0015_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_melgan_0_0015,balanced_v2_wf_melgan_0_0015,6,5.26,0,0.1256,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_melgan_0_0015.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_waveglow_0_0022_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_waveglow_0_0022,balanced_v2_wf_waveglow_0_0022,41,8.43,0,0.0956,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_waveglow_0_0022.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_waveglow_0_0022_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_waveglow_0_0022,balanced_v2_wf_waveglow_0_0022,41,8.43,0,0.0956,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_waveglow_0_0022.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0096_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0096,balanced_v2_gs_fake_train_0096,755,3.197,0,0.138,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0096.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0096_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0096,balanced_v2_gs_fake_train_0096,755,3.197,0,0.138,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0096.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0163_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0163,balanced_v2_gs_fake_train_0163,889,3.782,0,0.1127,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0163.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0163_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0163,balanced_v2_gs_fake_train_0163,889,3.782,0,0.1127,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0163.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_melgan_0_0013_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_melgan_0_0013,balanced_v2_wf_melgan_0_0013,866,9.93,0,0.1171,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_melgan_0_0013.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/wf_melgan_0_0013_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_melgan_0_0013,balanced_v2_wf_melgan_0_0013,866,9.93,0,0.1171,,,wideband_opus,/workspace/datasets/balanced_v2/fake/wf_melgan_0_0013.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/gs_fake_train_0176_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0176,balanced_v2_gs_fake_train_0176,186,4.431,0,0.0832,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/gs_fake_train_0176.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/gs_fake_train_0176_opus.wav,fake,train,__ext__:balanced_v2,en,synthetic_tts,digital,wav_pcm_norm,balanced_v2_gs_fake_train_0176,balanced_v2_gs_fake_train_0176,186,4.431,0,0.0832,,,wideband_opus,/workspace/datasets/balanced_v2/fake/gs_fake_train_0176.wav
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/wf_full_band_melgan_0_0001_g711.wav,fake,train,__ext__:balanced_v2,en,synthetic_vocoder,digital,wav_pcm_norm,balanced_v2_wf_full_band_melgan_0_0001,balanced_v2_wf_full_band_melgan_0_0001,371,1.89,0,0.0691,,,narrowband_g711,/workspace/datasets/balanced_v2/fake/wf_full_band_melgan_0_0001.wav
